,id,year,latitude,longtitude,wall_type,floors,gutter_type,address,entrance,gas_supply_type,living_rooms,warming_type,cold_water_type,hot_water_type,square,not_living_square,common_hold_square,living_square,base_addr,dist,norm_addr
15612,8085155,1965.0,55.65388,37.60713,"Каменные, кирпичные",5.0,Наружные водостоки,"б-р. Симферопольский, д. 15, к. 3",4.0,Центральное,64,Центральное,Центральное,Центральное (закрытая система),4159.9,1433.8,0.0,1766.7,"Симферопольский бульвар, дом 15, корпус 3",0.0,"бульвар симферопольский, дом_15, корпус_3"
19165,7720644,1961.0,55.69964,37.78336,Блочные,5.0,Наружные водостоки,"ул. Юных Ленинцев, д. 107, к. 3",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3573.4,48.0,48.0,3525.4,"улица Юных Ленинцев, дом 107, корпус 3",0.0,"улица юных ленинцев, дом_107, корпус_3"
17919,7556426,1958.0,55.78744,37.49817,Иные,5.0,Не заполнено,"ул. Хорошевская 3-я, д. 7",4.0,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,3365.3,54.6,0.0,3310.7,"3-я Хорошёвская улица, дом 7",0.0,"улица хорошевская 3-я, дом_7"
15110,8126320,1961.0,55.84938,37.45172,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Свободы, д. 53, к. 1",3.0,Центральное,56,Центральное,Центральное,Центральное (открытая система),2525.0,165.0,0.0,2360.0,"улица Свободы, дом 53, корпус 1",0.0,"улица свободы, дом_53, корпус_1"
19388,7692817,1964.0,55.74112,37.41368,Панельные,5.0,Наружные водостоки,"ул. Ярцевская, д. 25",5.0,Центральное,100,Центральное,Центральное,Центральное (открытая система),4476.3,0.0,4476.3,4457.5,"Ярцевская улица, дом 25",0.0,"улица ярцевская, дом_25"
513,8662099,1964.0,55.42724,37.26742,"Каменные, кирпичные",2.0,Отсутствует,"с. Красная Пахра, д. 13А",2.0,Центральное,16,Центральное,Центральное,Отсутствует,630.3,0.0,630.3,423.5,"поселение Краснопахорское, село Красная Пахра, Заводская улица, дом 13А",0.6666666666666666,"с. красная пахра, дом_13а"
1893,7560204,1961.0,55.64946,37.61536,Блочные,5.0,Наружные водостоки,"ул. Артековская, д. 7, к. 3",4.0,Центральное,73,Центральное,Центральное,Центральное (закрытая система),3488.6,161.6,0.0,3327.0,"Артековская улица, дом 7, корпус 3",0.0,"улица артековская, дом_7, корпус_3"
555,8663759,1976.0,55.31064,37.17916,"Каменные, кирпичные",2.0,Отсутствует,"п. ЛМС, мкр. Центральный, д. 21",2.0,Центральное,16,Центральное,Центральное,Центральное (закрытая система),742.3,0.0,742.3,476.3,"поселение Вороновское, посёлок ЛМС, микрорайон Центральный, дом 21",0.5,"поселок  лмс, мкр. центральный, дом_21"
17299,8126844,1967.0,55.84434,37.44841,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Фабрициуса, д. 14",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3363.0,0.0,0.0,3363.0,"улица Фабрициуса, дом 14",0.0,"улица фабрициуса, дом_14"
17310,8126938,1966.0,55.84339,37.43196,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Фабрициуса, д. 25, к. 1",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3315.0,0.0,0.0,3315.0,"улица Фабрициуса, дом 25, корпус 1",0.0,"улица фабрициуса, дом_25, корпус_1"
2697,8050371,1964.0,55.66035,37.58677,Панельные,5.0,Наружные водостоки,"ул. Болотниковская, д. 37",6.0,Центральное,120,Центральное,Центральное,Центральное (закрытая система),5185.3,0.0,0.0,5185.3,"Болотниковская улица, дом 37",0.0,"улица болотниковская, дом_37"
15183,8157454,1966.0,55.69057,37.60711,"Каменные, кирпичные",5.0,Наружные водостоки,"пр-кт. Севастопольский, д. 11, к. 1",3.0,Центральное,48,Центральное,Центральное,Центральное (открытая система),1973.9,497.3,203.6,1273.0,"Севастопольский проспект, дом 11, корпус 1",0.0,"проспект севастопольский, дом_11, корпус_1"
12103,7564760,1962.0,55.87996,37.67969,"Каменные, кирпичные",5.0,Отсутствует,"ул. Осташковская, д. 12",3.0,Центральное,116,Центральное,Центральное,Центральное (закрытая система),2495.0,0.0,1107.0,2495.0,"Осташковская улица, дом 12",0.0,"улица осташковская, дом_12"
4322,7946252,1964.0,55.72196,37.4234,"Каменные, кирпичные",5.0,Не заполнено,"ул. Гвардейская, д. 5, к. 1",4.0,Центральное,Не заполнено,Центральное,Центральное,Центральное (закрытая система),4147.0,1420.0,0.0,2727.0,"Гвардейская улица, дом 5, корпус 1",0.0,"улица гвардейская, дом_5, корпус_1"
3867,7715203,1961.0,55.70192,37.78592,Панельные,5.0,Наружные водостоки,"пр-кт. Волгоградский, д. 138, к. 1",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3590.9,26.8,26.8,3564.1,"Волгоградский проспект, дом 138, корпус 1",0.0,"проспект волгоградский, дом_138, корпус_1"
12309,7914421,1964.0,55.82803,37.763,"Каменные, кирпичные",5.0,Наружные водостоки,"ш. Открытое, д. 29, к. 2",3.0,Центральное,59,Центральное,Центральное,Центральное (открытая система),2439.1,0.0,0.0,2439.1,"Открытое шоссе, дом 29, корпус 2",0.0,"шоссе открытое, дом_29, корпус_2"
2135,7557926,1968.0,55.81894,37.82392,Панельные,5.0,Наружные водостоки,"ул. Байкальская, д. 51, к. 3",3.0,Центральное,58,Центральное,Центральное,Центральное (открытая система),2591.7,0.0,788.7,2591.7,"Байкальская улица, дом 51, корпус 3",0.0,"улица байкальская, дом_51, корпус_3"
2810,8109531,1961.0,55.84492,37.58376,Смешанные,5.0,Наружные водостоки,"ул. Ботаническая, д. 39",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2558.3,0.0,0.0,2558.3,"Ботаническая улица, дом 39",0.0,"улица ботаническая, дом_39"
16433,7569093,1964.0,55.68186,37.67679,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Судостроительная, д. 21/11",4.0,Отсутствует,80,Центральное,Центральное,Центральное (закрытая система),3449.3,0.0,2126.5,3404.5,"Судостроительная улица, дом 21/11",0.0,"улица судостроительная, дом_21/11"
17515,7727393,1959.0,55.75195,37.50927,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Филевская Б., д. 8, к. 1",3.0,Центральное,50,Центральное,Центральное,Квартирное (квартирный котел),3403.0,0.0,1216.0,3403.0,"Большая Филёвская улица, дом 8, корпус 1",0.3333333333333333,"улица филевская б., дом_8, корпус_1"
750,8245074,1952.0,55.51806,37.22674,"Каменные, кирпичные",1.0,Наружные водостоки,"п. Птичное, ул. Центральная усадьба, д. 4а",1.0,Центральное,3,Квартирное отопление (квартирный котел),Центральное,Квартирное (квартирный котел),79.3,0.0,0.0,52.7,"поселение Первомайское, посёлок Птичное, улица Центральная Усадьба, дом 3А",0.4444444444444444,"поселок  птичное, улица центральная усадьба, дом_4а"
697,8607322,2010.0,55.5371,37.15563,Монолитные,3.0,Наружные водостоки,"п. Первомайское, ул. Центральная, д. 22",3.0,Отсутствует,40,"Автономная котельная (крышная, встроенно-пристроенная)",Центральное,"Автономная котельная (крышная, встроенно-пристроенная)",4252.5,993.0,0.0,2886.0,"поселение Первомайское, посёлок Птичное, Центральная улица, дом 22",0.2857142857142857,"поселок  первомайское, улица центральная, дом_22"
8790,7786373,1957.0,55.86559,37.66976,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Ленская, д. 9",4.0,Центральное,30,Центральное,Центральное,Центральное (открытая система),2821.6,209.8,2092.3,1882.5,"Ленская улица, дом 9",0.0,"улица ленская, дом_9"
656,7828455,1971.0,55.60066,37.35446,Панельные,5.0,Внутренние водостоки,"г. Московский, мкр. 1-й, д. 33",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),4640.0,0.0,1088.0,3552.0,"город Московский, 1-й микрорайон, дом 33",0.2857142857142857,"город московский, мкр. 1-й, дом_33"
17860,7556233,1962.0,55.65568,37.56114,Блочные,5.0,Наружные водостоки,"ул. Херсонская, д. 32, к. 2",3.0,Отсутствует,60,Центральное,Центральное,Центральное (закрытая система),2562.8,0.0,0.0,2562.8,"Херсонская улица, дом 32, корпус 2",0.0,"улица херсонская, дом_32, корпус_2"
6597,7748927,1965.0,55.73614,37.6862,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Калитниковская Б., д. 38",6.0,Центральное,120,Центральное,Центральное,Центральное (закрытая система),4848.6,182.4,0.0,4666.2,"Большая Калитниковская улица, дом 38",0.4,"улица калитниковская б., дом_38"
1688,7557223,1966.0,55.81185,37.77812,Панельные,5.0,Наружные водостоки,"ул. Амурская, д. 32",4.0,Центральное,80,Центральное,Центральное,Центральное (открытая система),3503.0,1804.0,1804.0,1699.0,"Амурская улица, дом 32",0.0,"улица амурская, дом_32"
15849,7579316,1959.0,55.76559,37.74071,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Соколиной Горы 5-я, д. 23, к. 3",3.0,Центральное,45,Центральное,Центральное,Центральное (закрытая система),2533.0,127.0,1359.0,2406.0,"5-я улица Соколиной Горы, дом 23, корпус 3",0.0,"улица соколиной горы 5-я, дом_23, корпус_3"
15830,7557964,1960.0,55.76294,37.74092,Панельные,5.0,Наружные водостоки,"ул. Соколиной Горы 3-я, д. 19А",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2568.0,5.5,5.5,2562.5,"3-я улица Соколиной Горы, дом 19А",0.0,"улица соколиной горы 3-я, дом_19а"
12100,7993020,1961.0,55.87749,37.67697,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Осташковская, д. 9, к. 3",4.0,Центральное,80,Центральное,Центральное,Отсутствует,3282.5,31.0,3251.5,3251.5,"Осташковская улица, дом 9, корпус 3",0.0,"улица осташковская, дом_9, корпус_3"
2782,7823480,1966.0,55.65353,37.38409,"Каменные, кирпичные",5.0,Наружные водостоки,"проезд. Боровский, д. 18",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2486.0,0.0,1651.0,2486.0,"Боровский проезд, дом 18",0.0,"проезд. боровский, дом_18"
10039,7689858,1960.0,55.73597,37.48548,"Каменные, кирпичные",5.0,Внутренние водостоки,"ул. Минская, д. 7, к. 1",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3379.0,0.0,0.0,3379.0,"Минская улица, дом 7",0.25,"улица минская, дом_7, корпус_1"
1867,8033220,1961.0,55.72068,37.45885,Иные,5.0,Отсутствует,"ул. Артамонова, д. 4, к. 2",4.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),3587.0,0.0,398.0,1840.0,"улица Артамонова, дом 4, корпус 2",0.0,"улица артамонова, дом_4, корпус_2"
4321,7946247,1966.0,55.7216,37.42546,Панельные,5.0,Не заполнено,"ул. Гвардейская, д. 4",6.0,Центральное,Не заполнено,Центральное,Не заполнено,Центральное (закрытая система),5136.0,0.0,0.0,5136.0,"Гвардейская улица, дом 4",0.0,"улица гвардейская, дом_4"
10803,7840099,1968.0,55.83327,37.50539,Панельные,5.0,Наружные водостоки,"ул. Нарвская, д. 7",4.0,Не заполнено,80,Центральное,Центральное,Центральное (открытая система),3535.0,0.0,0.0,3535.0,"Нарвская улица, дом 7",0.0,"улица нарвская, дом_7"
18781,8128222,1962.0,55.84945,37.44573,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Штурвальная, д. 14",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),2555.0,0.0,0.0,1657.0,"Штурвальная улица, дом 14",0.0,"улица штурвальная, дом_14"
4391,7581963,1965.0,55.78696,37.46341,Блочные,5.0,Наружные водостоки,"ул. Генерала Глаголева, д. 23",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3513.3,0.0,0.0,3513.3,"улица Генерала Глаголева, дом 23",0.0,"улица генерала глаголева, дом_23"
18413,7602445,1963.0,55.69703,37.74233,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Чистова, д. 13А",5.0,Центральное,99,Центральное,Центральное,Центральное (закрытая система),4296.7,719.3,864.0,2711.3,"улица Чистова, дом 13А",0.0,"улица чистова, дом_13а"
4841,7946547,1964.0,55.72442,37.41337,"Каменные, кирпичные",5.0,Не заполнено,"ул. Гришина, д. 23, к. 3",4.0,Центральное,Не заполнено,Центральное,Центральное,Центральное (закрытая система),3424.0,0.0,0.0,3424.0,"улица Гришина, дом 23, корпус 3",0.0,"улица гришина, дом_23, корпус_3"
18021,7823346,1961.0,55.80713,37.57821,Панельные,9.0,Внутренние водостоки,"ул. Хуторская 2-я, д. 6/14, к. 1",1.0,Центральное,72,Центральное,Центральное,Центральное (закрытая система),2558.0,380.0,0.0,2558.0,"2-я Хуторская улица, дом 6/14, корпус 1",0.0,"улица хуторская 2-я, дом_6/14, корпус_1"
13266,7916844,1953.0,55.71975,37.43065,"Каменные, кирпичные",3.0,Не заполнено,"пер. Петра Алексеева 1-й, д. 2",2.0,Центральное,Не заполнено,Центральное,Центральное,Центральное (закрытая система),1149.0,154.0,0.0,995.0,"1-й переулок Петра Алексеева, дом 4",0.2857142857142857,"переулок петра алексеева 1-й, дом_2"
5061,8001221,1959.0,55.69021,37.56498,Блочные,5.0,Наружные водостоки,"ул. Дмитрия Ульянова, д. 8, к. 2",2.0,Центральное,40,Центральное,Центральное,Центральное (закрытая система),1914.0,309.0,1914.0,1605.0,"улица Дмитрия Ульянова, дом 47, корпус 2",0.3333333333333333,"улица дмитрия ульянова, дом_8, корпус_2"
8978,7675531,1962.0,55.67318,37.49052,Панельные,5.0,Не заполнено,"ул. Лобачевского, д. 70",5.0,Центральное,Не заполнено,Центральное,Центральное,Центральное (закрытая система),4538.0,23.0,0.0,4515.0,"улица Лобачевского, дом 70",0.0,"улица лобачевского, дом_70"
5621,7982794,1963.0,55.85968,37.6563,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Енисейская, д. 3, к. 2",4.0,Центральное,76,Центральное,Центральное,Отсутствует,3439.1,206.9,2203.0,3232.2,"Енисейская улица, дом 3, корпус 2",0.0,"улица енисейская, дом_3, корпус_2"
3813,8120274,1962.0,55.70466,37.76293,Панельные,5.0,Не заполнено,"пр-кт. Волгоградский, д. 80/2, к. 2",4.0,Центральное,Не заполнено,Не заполнено,Центральное,Центральное (открытая система),3556.0,43.0,0.0,3513.0,"Волгоградский проспект, дом 80/2, корпус 2",0.0,"проспект волгоградский, дом_80/2, корпус_2"
18853,7559506,1962.0,55.81055,37.78231,Панельные,5.0,Наружные водостоки,"ш. Щелковское, д. 31",3.0,Центральное,60,Центральное,Центральное,Центральное (открытая система),3374.2,0.0,796.2,2578.0,"Щёлковское шоссе, дом 31",0.0,"шоссе щелковское, дом_31"
15817,7564261,1976.0,55.67257,37.75621,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Совхозная, д. 31",3.0,Центральное,0,Центральное,Центральное,Центральное (закрытая система),2491.7,0.0,0.0,2491.7,"Совхозная улица, дом 31",0.0,"улица совхозная, дом_31"
14296,8019341,1962.0,55.84551,37.48411,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Пулковская, д. 9",3.0,Центральное,45,Центральное,Центральное,Квартирное (квартирный котел),4363.0,528.3,1364.1,2470.6,"Пулковская улица, дом 9",0.0,"улица пулковская, дом_9"
15194,7558669,1960.0,55.67754,37.5965,"Каменные, кирпичные",5.0,Наружные водостоки,"пр-кт. Севастопольский, д. 19, к. 3",4.0,Центральное,79,Центральное,Центральное,Центральное (открытая система),3438.7,7.8,0.0,3430.9,"Севастопольский проспект, дом 19, корпус 3",0.0,"проспект севастопольский, дом_19, корпус_3"
3719,7958500,1961.0,55.81691,37.44915,"Каменные, кирпичные",4.0,Наружные водостоки,"ул. Водников, д. 7",3.0,Центральное,44,Центральное,Центральное,Отсутствует,2516.2,686.7,171.2,1829.5,"Покровское-Стрешнево улица Водников, дом 7",0.0,"улица водников, дом_7"
2951,7579201,1934.0,55.77428,37.72497,"Каменные, кирпичные",5.0,Наружные водостоки,"пр-кт. Буденного, д. 17",7.0,Центральное,70,Центральное,Центральное,Центральное (закрытая система),5482.0,896.6,3082.3,4585.4,"проспект Будённого, дом 17",0.0,"проспект буденного, дом_17"
2778,7823457,1963.0,55.65355,37.38761,"Каменные, кирпичные",5.0,Наружные водостоки,"проезд. Боровский, д. 11",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2996.0,529.0,1589.0,2467.0,"Боровский проезд, дом 11",0.0,"проезд. боровский, дом_11"
8044,7946646,1967.0,55.72469,37.43238,Панельные,5.0,Не заполнено,"ул. Красных Зорь, д. 35",4.0,Центральное,Не заполнено,Центральное,Центральное,Центральное (закрытая система),3556.0,0.0,0.0,3556.0,"улица Красных Зорь, дом 35",0.0,"улица красных зорь, дом_35"
3254,8124213,1950.0,55.8401,37.41336,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Василия Петушкова, д. 20, к. 1",2.0,Отсутствует,52,Центральное,Центральное,Центральное (открытая система),2651.0,0.0,0.0,1349.0,"улица Василия Петушкова, дом 20, корпус 1",0.0,"улица василия петушкова, дом_20, корпус_1"
10883,7814488,1960.0,55.65521,37.38651,"Каменные, кирпичные",4.0,Наружные водостоки,"ул. Наро-Фоминская, д. 10",4.0,Центральное,64,Центральное,Центральное,Центральное (закрытая система),3215.0,664.0,1952.0,2551.0,"Наро-Фоминская улица, дом 10",0.0,"улица наро-фоминская, дом_10"
3398,7558524,1967.0,55.66542,37.7443,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Верхние Поля, д. 3, к. 3",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3351.4,0.0,0.0,3351.4,"улица Верхние Поля, дом 3, корпус 3",0.0,"улица верхние поля, дом_3, корпус_3"
17407,8111835,1964.0,55.70879,37.77817,Панельные,5.0,Наружные водостоки,"ул. Федора Полетаева, д. 24, к. 4",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),6307.8,0.0,1842.3,4465.5,"улица Фёдора Полетаева, дом 24, корпус 4",0.0,"улица федора полетаева, дом_24, корпус_4"
19131,7722071,1963.0,55.6979,37.77557,Панельные,5.0,Наружные водостоки,"ул. Юных Ленинцев, д. 78",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),4660.2,191.0,34.6,4469.2,"улица Юных Ленинцев, дом 78",0.0,"улица юных ленинцев, дом_78"
8979,7675601,1962.0,55.67383,37.48961,Панельные,5.0,Не заполнено,"ул. Лобачевского, д. 78",9.0,Центральное,Не заполнено,Центральное,Центральное,Центральное (закрытая система),8037.0,0.0,0.0,8037.0,"улица Лобачевского, дом 78",0.0,"улица лобачевского, дом_78"
10626,7690551,1905.0,55.83446,37.4505,Панельные,1.0,Не заполнено,"ул. Набережная, д. 13",1.0,Не заполнено,Не заполнено,"Автономная котельная (крышная, встроенно-пристроенная)",Центральное,"Автономная котельная (крышная, встроенно-пристроенная)",121.0,0.0,0.0,121.0,"Покровское-Стрешнево Большая Набережная улица, дом 13",0.25,"улица набережная, дом_13"
10759,7557953,1962.0,55.67026,37.59116,Панельные,5.0,Наружные водостоки,"ул. Нагорная, д. 42, к. 1",5.0,Центральное,75,Центральное,Центральное,Центральное (закрытая система),3154.0,0.0,0.0,3154.0,"Нагорная улица, дом 42, корпус 1",0.0,"улица нагорная, дом_42, корпус_1"
13283,7628329,1951.0,55.70666,37.68296,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Петра Романова, д. 13",4.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),3812.0,584.0,0.0,3142.0,"улица Петра Романова, дом 13",0.0,"улица петра романова, дом_13"
16083,7566509,1952.0,55.68121,37.76131,"Каменные, кирпичные",4.0,Наружные водостоки,"ул. Ставропольская, д. 42",3.0,Центральное,47,Центральное,Центральное,Центральное (открытая система),2097.1,10.0,0.0,2054.9,"Ставропольская улица, дом 42",0.0,"улица ставропольская, дом_42"
3842,7714916,1962.0,55.7067,37.76379,Панельные,5.0,Наружные водостоки,"пр-кт. Волгоградский, д. 117, к. 2",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2557.7,10.3,10.3,2547.4,"Волгоградский проспект, дом 117, корпус 2",0.0,"проспект волгоградский, дом_117, корпус_2"
18267,8093532,1964.0,55.64434,37.61195,Блочные,5.0,Наружные водостоки,"б-р. Черноморский, д. 5, к. 4",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),4494.0,0.0,0.0,3018.0,"Черноморский бульвар, дом 5, корпус 4",0.0,"бульвар черноморский, дом_5, корпус_4"
8847,7983557,1960.0,55.85831,37.67268,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Летчика Бабушкина, д. 5",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),4142.4,703.0,2217.0,3439.4,"улица Лётчика Бабушкина, дом 5",0.0,"улица летчика бабушкина, дом_5"
3527,7556200,1962.0,55.68328,37.59682,Блочные,5.0,Наружные водостоки,"ул. Винокурова, д. 26, к. 2",4.0,Центральное,79,Центральное,Центральное,Центральное (закрытая система),3524.0,4.6,0.0,3519.4,"улица Винокурова, дом 26, корпус 2",0.0,"улица винокурова, дом_26, корпус_2"
8879,7992602,1956.0,55.87634,37.67889,"Каменные, кирпичные",4.0,Наружные водостоки,"ул. Летчика Бабушкина, д. 45, к. 2",2.0,Центральное,28,Центральное,Центральное,Центральное (открытая система),2491.3,742.0,1749.3,1749.3,"улица Лётчика Бабушкина, дом 45, корпус 2",0.0,"улица летчика бабушкина, дом_45, корпус_2"
886,6736363,1969.0,55.4918,37.30865,"Каменные, кирпичные",2.0,Наружные водостоки,"г. Троицк, пл. Фабричная, д. 5",5.0,Центральное,33,Центральное,Центральное,Отсутствует,1489.4,0.0,1489.4,991.3,"город Троицк, Фабричная площадь, дом 5",0.3333333333333333,"город троицк, пл. фабричная, дом_5"
7022,8001439,1962.0,55.6817,37.57186,Блочные,5.0,Внутренние водостоки,"ул. Кедрова, д. 16, к. 2",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3565.0,0.0,3565.0,3565.0,"улица Кедрова, дом 16, корпус 2",0.0,"улица кедрова, дом_16, корпус_2"
1174,7566305,1961.0,55.68138,37.74451,"Каменные, кирпичные",5.0,Внутренние водостоки,"пр-кт. 40 лет Октября, д. 8",4.0,Центральное,80,Центральное,Центральное,Квартирное (квартирный котел),3183.3,0.0,3183.0,2059.0,"проспект 40 лет Октября, дом 8",0.0,"проспект 40 лет октября, дом_8"
8984,7723545,1959.0,55.68884,37.47622,"Каменные, кирпичные",4.0,Внутренние водостоки,"ул. Лобачевского, д. 106",3.0,Центральное,36,Центральное,Центральное,Отсутствует,2049.8,69.2,0.0,1980.6,"улица Лобачевского, дом 106",0.0,"улица лобачевского, дом_106"
2988,7821183,1971.0,55.57866,37.65748,"Каменные, кирпичные",4.0,Наружные водостоки,"ул. Булатниковская, д. 1, к. 2",3.0,Центральное,48,Квартирное отопление (квартирный котел),Центральное,Отсутствует,2426.5,459.7,229.3,1966.8,"Булатниковская улица, дом 1, корпус 2",0.0,"улица булатниковская, дом_1, корпус_2"
6669,8179213,1964.0,55.64171,37.79029,"Каменные, кирпичные",4.0,Наружные водостоки,"кв-л. Капотня 1-й, д. 3",4.0,Центральное,58,Центральное,Центральное,Центральное (закрытая система),2498.0,223.0,948.0,2275.0,"1-й квартал Капотня, дом 3",0.0,"квартал капотня 1-й, дом_3"
18793,7721778,1964.0,55.70736,37.77968,Панельные,5.0,Наружные водостоки,"ул. Шумилова, д. 15/4",5.0,Центральное,100,Центральное,Центральное,Центральное (закрытая система),4450.0,1455.8,4450.0,2994.2,"улица Шумилова, дом 15/4",0.0,"улица шумилова, дом_15/4"
15932,8022620,1964.0,55.85999,37.51934,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Солнечногорская, д. 16, к. 1",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),4609.9,572.4,1558.2,2479.3,"Солнечногорская улица, дом 16/1",0.4,"улица солнечногорская, дом_16, корпус_1"
4325,7946267,1965.0,55.72252,37.42342,Панельные,5.0,Не заполнено,"ул. Гвардейская, д. 7, к. 1",4.0,Центральное,Не заполнено,Центральное,Центральное,Центральное (закрытая система),3533.0,0.0,0.0,3533.0,"Гвардейская улица, дом 7, корпус 1",0.0,"улица гвардейская, дом_7, корпус_1"
18970,7558052,1929.0,55.7542,37.72629,"Каменные, кирпичные",4.0,Наружные водостоки,"ш. Энтузиастов, д. 23А",3.0,Центральное,24,Центральное,Центральное,Отсутствует,1796.4,92.4,92.4,1704.0,"шоссе Энтузиастов, дом 23А",0.0,"шоссе энтузиастов, дом_23а"
1859,7558417,1960.0,55.67226,37.75197,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Армавирская, д. 25",3.0,Центральное,60,Центральное,Центральное,Квартирное (квартирный котел),2583.6,0.0,0.0,2441.7,"Армавирская улица, дом 25",0.0,"улица армавирская, дом_25"
8530,7681006,1962.0,55.74411,37.77281,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Лазо, д. 6",3.0,Центральное,60,Центральное,Центральное,Центральное (закрытая система),2501.0,25.4,1286.45,2475.6,"улица Лазо, дом 6",0.0,"улица лазо, дом_6"
14074,7599157,1964.0,55.63433,37.65355,Панельные,5.0,Наружные водостоки,"пр-кт. Пролетарский, д. 18, к. 4",11.0,Центральное,220,Центральное,Центральное,Центральное (закрытая система),9644.9,0.0,0.0,9644.9,"Пролетарский проспект, дом 18, корпус 4",0.0,"проспект пролетарский, дом_18, корпус_4"
3011,7579233,1961.0,55.76673,37.72743,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Буракова, д. 1, к. 2",2.0,Отсутствует,176,Центральное,Центральное,Центральное (открытая система),3412.0,771.0,3524.0,2641.0,"Буракова улица, дом 1, корпус 2",0.0,"улица буракова, дом_1, корпус_2"
8226,7654157,1965.0,55.81503,37.70121,Панельные,5.0,Наружные водостоки,"ул. Кузнецовская, д. 7",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3540.1,0.0,0.0,3540.1,"Кузнецовская улица, дом 7",0.0,"улица кузнецовская, дом_7"
12532,8041310,1961.0,55.80923,37.80368,Панельные,5.0,Наружные водостоки,"ул. Парковая 11-я, д. 57, к. 2",4.0,Центральное,80,Центральное,Центральное,Центральное (закрытая система),3996.7,21.7,400.0,3552.9,"11-я Парковая улица, дом 57, корпус 2",0.0,"улица парковая 11-я, дом_57, корпус_2"
3213,8069519,1949.0,55.65457,37.62107,"Каменные, кирпичные",3.0,Наружные водостоки,"ш. Варшавское, д. 85, к. 4",2.0,Центральное,15,Центральное,Центральное,Центральное (закрытая система),1512.5,382.9,0.0,645.5,"Варшавское шоссе, дом 85, корпус 4",0.0,"шоссе варшавское, дом_85, корпус_4"
2215,7727666,1953.0,55.73914,37.50406,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Барклая, д. 5, к. 2",4.0,Центральное,57,Центральное,Центральное,Квартирное (квартирный котел),3022.0,31.0,1678.0,2991.0,"Полоцкая улица, дом 5, корпус 2",0.4,"улица барклая, дом_5, корпус_2"
8060,7689822,1962.0,55.71414,37.45943,"Каменные, кирпичные",5.0,Наружные водостоки,"ул. Кременчугская, д. 40, к. 2",6.0,Центральное,120,Центральное,Центральное,Центральное (закрытая система),4384.8,805.1,0.0,3579.7,"Кременчугская улица, дом 40, корпус 2",0.0,"улица кременчугская, дом_40, корпус_2"
10300,8570614,1958.0,55.71995,37.42695,"Каменные, кирпичные",5.0,Не заполнено,"ш. Можайское, д. 23",4.0,Центральное,Не заполнено,Не заполнено,Не заполнено,Не заполнено,6235.0,1439.0,0.0,4796.0,"Можайское шоссе, дом 23",0.0,"шоссе можайское, дом_23"
